,seed_track,seed_popularity,rec_track,rec_popularity,g
1243,Pointless,80,Don't Tell My Mom,61,80
1244,Pointless,80,Heartbeat,65,80
1245,Pointless,80,Nobody Gets Me,87,80
1246,Pointless,80,Mercy,82,80
1247,Pointless,80,Like My Father,71,80
1248,Pointless,80,blame's on me,77,80
1249,Pointless,80,you were there for me,73,80
1250,Pointless,80,Part Of Me,71,80
1251,Pointless,80,Chemical,71,80
1252,Pointless,80,I GUESS I'M IN LOVE,69,80
1253,Pointless,80,Butterflies (feat. AURORA),71,80
1254,Pointless,80,internet crush,60,80
1255,Pointless,80,this is what losing someone feels like,75,80
1256,Pointless,80,Ghost Of You,76,80
1257,Pointless,80,Grace,74,80
1258,Pointless,80,What Dreams Are Made Of,62,80
1259,Pointless,80,Remind Me,70,80
1260,labour,82,Little Girl Gone,74,90
1261,labour,82,d e a d,48,90
1262,labour,82,Devil Town,77,90
1263,labour,82,Lavender Haze - Acoustic Version,70,90
1264,labour,82,The Best Part,52,90
1265,labour,82,The Sisterhood,32,90
1266,labour,82,i hope you know what you're doing,49,90
1267,labour,82,Coming of Age,43,90
1268,labour,82,Digital Silence,75,90
1269,labour,82,People I Don't Like,69,90
1270,labour,82,Cigarettes & Feelings,59,90
1271,labour,82,"You're On Your Own, Kid",84,90
1272,labour,82,WW3,47,90
1273,labour,82,wednesday,57,90
1274,labour,82,Elements,49,90
1275,labour,82,blue,52,90
1276,labour,82,Muddy Feet (feat. Sia),77,90
1277,labour,82,Be On Your Way,54,90
1278,labour,82,People Watching,77,90
1279,labour,82,Jericho,77,90
1280,Until I Found You (with Em Beihold) - Em Beihold Version,93,Running Up That Hill (A Deal With God),86,100
1281,Until I Found You (with Em Beihold) - Em Beihold Version,93,Backyard Boy,70,100
1282,Until I Found You (with Em Beihold) - Em Beihold Version,93,Light Switch,81,100
1283,Until I Found You (with Em Beihold) - Em Beihold Version,93,Break My Heart Again,73,100
1284,Until I Found You (with Em Beihold) - Em Beihold Version,93,Habits,72,100
1285,Until I Found You (with Em Beihold) - Em Beihold Version,93,Loverboy,72,100
1286,Until I Found You (with Em Beihold) - Em Beihold Version,93,10 Things I Hate About You,76,100
1287,Until I Found You (with Em Beihold) - Em Beihold Version,93,I Love You So,88,100
1288,Until I Found You (with Em Beihold) - Em Beihold Version,93,Bored,84,100
1289,Until I Found You (with Em Beihold) - Em Beihold Version,93,Can't Help Falling in Love,80,100
1290,Until I Found You (with Em Beihold) - Em Beihold Version,93,Turning Page,71,100
1291,Until I Found You (with Em Beihold) - Em Beihold Version,93,Dj Until I Found You - Remix,0,100
1292,Until I Found You (with Em Beihold) - Em Beihold Version,93,Mind Over Matter (Reprise),75,100
1293,Until I Found You (with Em Beihold) - Em Beihold Version,93,THE LONELIEST,76,100
1294,Until I Found You (with Em Beihold) - Em Beihold Version,93,10:35,68,100
1295,Until I Found You (with Em Beihold) - Em Beihold Version,93,All Of The Girls You Loved Before,91,100
1296,Until I Found You (with Em Beihold) - Em Beihold Version,93,Ophelia,80,100
1297,Until I Found You (with Em Beihold) - Em Beihold Version,93,Till Forever Falls Apart,73,100
1298,Until I Found You (with Em Beihold) - Em Beihold Version,93,I Think I Like When It Rains,75,100
1299,Until I Found You (with Em Beihold) - Em Beihold Version,93,Another Love (Tom Odell) - sped up,62,100
1300,I'll Be Waiting,81,Angels Like You,88,90
1301,I'll Be Waiting,81,If the World Was Ending (feat. Julia Michaels),74,90
1302,I'll Be Waiting,81,Nobody Gets Me,87,90
1303,I'll Be Waiting,81,All For You,59,90
1304,I'll Be Waiting,81,Let Me Go,61,90
1305,I'll Be Waiting,81,23,59,90
1306,I'll Be Waiting,81,Miserable Man,74,90
1307,I'll Be Waiting,81,Remember - Acoustic,64,90
1308,I'll Be Waiting,81,Fall Into Me,59,90
1309,I'll Be Waiting,81,Friend Like Me,65,90
1310,I'll Be Waiting,81,MUST BE NICE,61,90
1311,I'll Be Waiting,81,Little Do You Know,75,90
1312,I'll Be Waiting,81,Us,74,90
1313,I'll Be Waiting,81,Empty Heart Shaped Box,52,90
1314,I'll Be Waiting,81,Those Eyes,90,90
1315,I'll Be Waiting,81,love and hate,57,90
1316,I'll Be Waiting,81,She's Everything That I've Ever Wanted,49,90
1317,I'll Be Waiting,81,I'm Not Here To Make Friends,83,90
1318,I'll Be Waiting,81,All I Want,62,90
1319,I'll Be Waiting,81,How Are You?,58,90
1320,Made You Look,90,Bones,87,90
1321,Made You Look,90,Domino,75,90
1322,Made You Look,90,Flowers,91,90
1323,Made You Look,90,TREAT MYSELF,55,90
1324,Made You Look,90,It Is What It Is,70,90
1325,Made You Look,90,Light Switch,81,90
1326,Made You Look,90,Cold Heart - PNAU Remix,82,90
1327,Made You Look,90,what would you do?,67,90
1328,Made You Look,90,Someone Like You,47,90
1329,Made You Look,90,Up (feat. Demi Lovato),70,90
1330,Made You Look,90,Midnight Rain,86,90
1331,Made You Look,90,I'm In Love With a Monster,33,90
1332,Made You Look,90,You'll Always Find Your Way Back Home,68,90
1333,Made You Look,90,Made You Look - Joel Corry Remix,60,90
1334,Made You Look,90,positions,84,90
1335,Made You Look,90,I'll Be Waiting,81,90
1336,Made You Look,90,Someday (feat. Meghan Trainor),62,90
1337,Made You Look,90,Heaven,88,90
1338,Made You Look,90,I Kissed A Girl,59,90
1339,Made You Look,90,My Mind & Me,77,90
1340,Rhyme Dust,70,Make Your Move,60,70
1341,Rhyme Dust,70,Make It Look Good (feat. Preditah),38,70
1342,Rhyme Dust,70,Can You Feel It - MK Dub,18,70
1343,Rhyme Dust,70,Living Without You - MK Letting Go Remix,0,70
1344,Rhyme Dust,70,On My Mind - MK Dub,11,70
1345,Rhyme Dust,70,No Further - Original Mix,34,70
1346,Rhyme Dust,70,Doctor (feat. Wyen Solo) - Nick Hannam & Tom Garnett Remix,12,70
1347,Rhyme Dust,70,Always (feat. Alana) - MK Area 10 Remix,11,70
1348,Rhyme Dust,70,You Want Me (feat. Sadie Ama),59,70
1349,Rhyme Dust,70,See It Through My Eyes,17,70
1350,Rhyme Dust,70,Stronger - Extended Mix,11,70
1351,Rhyme Dust,70,Never Let Me Go,17,70
1352,Rhyme Dust,70,Chasing You - T.Williams Dub Remix,22,70
1353,Rhyme Dust,70,How Does It Feel,53,70
1354,Rhyme Dust,70,Save Our Soul - Brian Tappert Re-edit [Mixed],26,70
1355,Rhyme Dust,70,What You Want,47,70
1356,Rhyme Dust,70,Huggin' & A Luvin' - Chocolate Puma Remix,20,70
1357,Rhyme Dust,70,Defected Presents House Masters - MK Mixtape,21,70
1358,Rhyme Dust,70,You've Changed - MK D-troit Dub,12,70
1359,Rhyme Dust,70,Hey Hey - Riva Starr Paradise Garage Remix,41,70
1360,Just Wanna Rock,91,Lo Mein,67,100
1361,Just Wanna Rock,91,Twin (feat. Lil Durk),59,100
1362,Just Wanna Rock,91,Quickie,72,100
1363,Just Wanna Rock,91,ORANGE SODA,82,100
1364,Just Wanna Rock,91,ZEZE (feat. Travis Scott & Offset),77,100
1365,Just Wanna Rock,91,NBAYOUNGBOAT,73,100
1366,Just Wanna Rock,91,HITTIN MY SHOULDER,52,100
1367,Just Wanna Rock,91,New Tank,75,100
1368,Just Wanna Rock,91,Sticky,78,100
1369,Just Wanna Rock,91,Les,83,100
1370,Just Wanna Rock,91,Sweet Yamz,62,100
1371,Just Wanna Rock,91,Mo Bamba,81,100
1372,Just Wanna Rock,91,This Could Be Us,79,100
1373,Just Wanna Rock,91,In My Head,78,100
1374,Just Wanna Rock,91,Dance Now (feat. Kenny Mason),74,100
1375,Just Wanna Rock,91,Secrets,81,100
1376,Just Wanna Rock,91,Belong to the City,77,100
1377,Just Wanna Rock,91,Open Arms (feat. Travis Scott),72,100
1378,Just Wanna Rock,91,Antisocial (feat. Slump6s),69,100
1379,Just Wanna Rock,91,Dah Dah DahDah,75,100
1380,22,78,Short Skirt,50,80
1381,22,78,FaceTime,61,80
1382,22,78,Rehab (Winter In Paris),76,80
1383,22,78,Location (feat. Burna Boy),78,80
1384,22,78,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),65,80
1385,22,78,Do You Mind,59,80
1386,22,78,𝘠𝘚𝘓,67,80
1387,22,78,Come We Bill Ehh,54,80
1388,22,78,Organise,69,80
1389,22,78,Koroba,61,80
1390,22,78,Fantasy (feat. Don Toliver),77,80
1391,22,78,Self Esteem - Sped Up,60,80
1392,22,78,sink or swim,61,80
1393,22,78,Groupie (feat. Krept & Konan),61,80
1394,22,78,I LIKE,70,80
1395,22,78,Red Ruby Da Sleeze,84,80
1396,22,78,In Ha Mood,85,80
1397,22,78,Right Hand,65,80
1398,22,78,Joha,71,80
1399,22,78,Out thë way,84,80
